customer_id,recency,frequency,monetary
257,241,6,3547.97004718
258,335,6,3062.12003707
259,189,7,4151.00003428
260,127,5,2699.20005793
261,380,3,1663.3800202
262,274,5,1856.64000331
263,357,1,623.13002016
264,516,4,1902.48004152
265,227,4,1339.5900154400001
266,274,6,2538.99001678
267,136,4,1320.78000642
268,251,4,1595.65999395
269,997,2,1259.83002476
270,187,5,3611.60006908
271,515,4,2671.67003244
272,125,10,3994.500063962
273,405,4,1991.89005284
274,279,4,1426.3900108
275,191,6,3258.0700226
276,159,6,2899.99002846
277,176,5,3150.1900406
278,1002,1,725.13000868
279,152,4,1319.21000871
280,211,4,2573.66997535
281,419,4,1424.4700126399998
282,143,6,1494.41999437
283,123,4,3316.27002332
284,148,5,2405.5600128
285,135,8,3921.95005022
286,213,5,3702.60004046
287,487,5,2868.97004701
288,330,6,3118.83002852
289,515,6,3731.17005749
290,142,8,4150.01003849
291,201,5,5591.82011426
292,295,1,1099.04001612
293,346,5,2230.08005519
294,140,3,2161.0600357
295,196,3,1306.99003223
296,466,7,4267.32001694
297,196,6,2948.59003813
298,207,2,982.04002378
299,282,2,1009.06001661
300,136,6,3359.52006539
301,149,3,1026.4799957
302,1060,1,173.9299927
303,396,3,2559.17002864
304,588,2,1351.4100038
305,231,5,3047.58007064
306,872,4,1945.65999978
307,866,2,1179.58001907
308,187,7,4279.17002501
309,198,3,1331.44000629
310,331,3,1455.37999744
311,239,5,3006.06006049
312,201,5,2859.92005348
313,266,3,1659.6900139
314,158,6,3635.770012
315,385,5,2953.0800171
316,215,5,2347.27004819
317,534,4,2972.93004231
318,174,4,3204.240036
319,271,5,3099.75004576
320,686,4,1793.26000035
321,139,9,3953.8400499199997
322,269,2,622.24001312
323,143,4,1213.98999022
324,448,4,2916.3900375
325,140,3,1818.79000856
326,167,9,4327.17005159
327,199,5,3272.16001137
328,298,6,4023.17006503
329,250,8,4338.51007466
330,232,4,2036.60001376
331,140,5,3069.28004845
332,191,4,1901.16999425
333,190,5,2073.29004488
334,127,6,1783.13999173
335,220,10,5172.24008553
336,175,5,2683.81002037
337,192,4,1957.20003514
338,130,4,1635.910019
340,629,3,805.70999908
341,156,9,6662.44005201
342,186,6,3743.12005608
343,221,5,3249.00005714
344,226,3,1987.85001366
345,393,6,2642.31005096
346,434,3,1282.93001556
347,225,4,2133.91004181
348,381,3,2041.50001162
349,512,5,2271.5700454
350,435,3,1559.5199852599999
351,135,7,3927.96003338
352,324,7,2078.82003024
353,158,5,2728.38003548
354,161,10,4099.15003569
355,276,3,1700.3300094
356,155,8,2891.23001116
357,484,6,2112.20000083
358,129,4,2443.57003792
359,146,5,3846.91001903
361,172,6,2027.56003195
362,839,1,993.42001724
363,133,6,3007.45000079
364,166,9,4950.98010072
365,631,2,1052.5600052099999
366,501,4,3000.05004104
367,451,3,1089.8900146
368,124,5,3565.8500481
369,254,5,2940.17002128
370,186,6,2376.06002807
371,122,6,4454.6900253
372,219,2,1408.75000758
373,172,7,4623.23005653
374,210,5,2932.81001072
375,333,4,2128.63003552
376,185,7,4324.98003746
377,394,7,4015.22002793
378,126,4,2408.2400321
379,207,5,2862.72999958
380,805,5,1713.42001154
381,411,4,2225.66002662
382,123,5,3632.46997819
383,316,7,4270.45004267
384,138,5,3167.11005016
385,794,3,1078.8300018
386,514,2,1008.9500161
387,288,6,3026.46004095
388,424,7,4730.87012292
389,325,3,1001.65999977
390,267,4,3024.74003589
391,393,6,3077.57003784
392,304,4,1626.8299979399999
393,483,4,1406.099987
394,171,6,3869.15998842
395,188,2,306.85999301000004
396,379,6,4374.52999875
397,517,4,2059.86001578
398,239,5,2287.60999306
399,318,2,844.2799835000001
400,223,5,3048.19002521
401,674,2,531.69999696
402,572,2,1371.30002214
403,121,4,1801.7200413
404,209,5,1945.23000913
405,316,3,1522.94000634
406,244,5,2043.41000358
407,271,4,3050.65005107
408,500,7,4588.92005165
409,302,6,2306.59000394
410,139,6,3569.08003225
411,251,4,2985.62004094
412,146,3,1546.9999923
413,954,1,611.3200073
415,352,4,2920.54003156
416,574,4,2429.7800065
417,334,2,714.31000332
418,206,3,1360.3000183
419,125,6,2289.1200293399997
420,280,6,3444.94007133
421,453,3,1491.22001266
422,221,3,2345.98004917
423,977,2,1193.5299911
424,171,6,3471.83004377
425,278,6,2636.43002699
426,133,4,1780.81998808
427,474,3,2479.52000432
428,277,4,2109.88001638
429,176,4,2181.97002029
430,222,9,3929.87003496
431,624,3,926.39001275
432,417,3,1184.020012
433,176,7,4542.7200393
434,242,7,4411.59006692
435,221,6,3473.75004575
436,403,5,4317.69004823
437,305,10,5790.33004011
438,375,4,2905.30001464
439,508,7,4129.03005805
440,395,6,3821.97005665
441,137,4,2850.67004784
442,191,8,3569.53998965
443,122,7,3461.1000556999998
444,302,6,3246.7100333500002
445,250,5,3485.8500440999996
446,309,4,1859.53002544
447,147,4,2671.070038
448,151,3,457.24998479000004
449,255,3,1700.22001273
450,137,11,6672.42007074
451,700,2,1449.11001964
452,218,6,4307.52002339
453,344,5,2685.74001305
454,225,7,2395.84002693
455,176,7,4670.48008545
456,215,3,925.18000036
457,129,6,2939.50001145
458,163,5,2817.84002685
459,421,3,1165.2900238
460,253,4,2196.30000689
461,365,4,1653.77000422
462,246,3,1838.39003573
463,180,5,2834.82001888
464,309,5,1942.32997133
465,149,8,4872.16006482
466,805,1,723.13001631
467,149,10,6146.54008855
468,340,8,6569.60010912
470,223,3,809.28000264
471,179,5,2360.16999256
472,186,5,2537.33003237
473,148,4,3345.5700341
474,344,6,2302.35000022
475,214,6,1896.49999233
476,143,2,1548.9600372
477,147,6,2414.6000518700002
478,128,5,3270.29000851
479,671,2,1418.23998276
480,361,2,1260.0100135399998
481,207,6,3520.08006672
482,130,11,5968.39007192
483,423,8,4761.3200549
484,680,3,1728.80002598
485,334,1,739.960022
486,247,7,2979.62002563
487,455,7,3313.70002182
488,332,6,1853.70000065
489,267,5,2062.83999259
490,185,5,3228.8200379
491,216,3,1746.24002845
492,557,5,2391.04001993
493,885,1,608.76998892
494,129,7,3732.5600357
495,243,5,2654.8300208
496,232,5,2706.0000383
497,182,7,2282.93000421
498,751,3,2178.78003116
499,546,4,1983.97000882
500,877,4,1516.00000382
501,263,3,1452.08003238
502,135,9,4653.44004446
503,564,4,2779.07001879
504,211,4,2051.4200059
505,468,5,2897.7099913399998
506,304,3,1259.39000702
507,584,4,2059.39003366
508,133,4,2376.97003184
509,227,4,2036.81000509
510,341,5,3493.99008576
511,326,5,3231.03005985
512,178,7,4184.35006722
513,873,1,790.20999523
514,271,7,4258.9200439
515,272,5,2419.32005507
516,197,4,2114.65003397
517,311,7,3485.45005033
518,278,6,2735.60003368
519,740,1,326.87999725
520,174,3,1328.77998347
521,398,5,3334.1700668
522,747,2,965.4500122
523,251,4,2128.30002605
524,582,3,1926.10000994
525,123,5,2706.63003171
526,862,2,1625.2300299400001
527,248,3,2125.2200089
528,252,5,3006.8900376399997
529,359,5,2397.75001918
530,158,2,603.3599853200001
531,401,7,4170.55000706
532,584,6,3060.78002174
533,334,3,3283.23007584
534,231,7,3963.0500411499997
535,145,4,2237.67005164
536,823,2,1070.66999808
537,174,5,2609.42004399
538,244,5,4193.65002448
539,222,7,3381.90002446
540,678,2,1365.21001056
541,249,4,1614.20002167
542,167,9,5276.60005946
543,123,4,3313.89999396
544,137,4,2398.12004102
545,589,3,1235.6600113
546,265,3,1455.71998973
547,193,3,2366.1500283
548,244,8,4924.47009275
549,149,5,3529.41007234
550,265,8,3701.01004781
551,162,6,3868.05006404
552,419,6,3894.75009538
553,282,7,3203.60004048
554,266,6,2783.55004311
555,170,4,1991.40000529
556,206,3,1555.58002848
557,488,4,2320.55002783
558,182,7,3670.46003728
559,606,3,1644.4400139
560,256,3,1761.05002023
561,290,6,3128.5000611
562,418,3,1157.9300385
563,365,6,2210.87001809
564,244,8,4996.2900772
565,634,3,1960.34001918
566,203,3,1074.1300106
567,213,3,2032.64001091
568,158,6,3889.70003136
569,136,13,4611.90004718
570,430,4,1652.99003227
571,678,2,304.76999662
572,132,4,2490.38002963
573,478,2,1775.83002853
574,301,2,1267.0000305199999
575,430,3,1604.9800109799999
576,124,6,2826.2100257399998
577,249,4,2007.21003725
578,383,8,5056.2200735999995
579,388,8,3622.47003946
580,665,3,385.72000121
581,198,2,1188.67001723
582,343,3,1240.8000183
583,205,4,2308.4000587299997
584,166,6,2246.38003174
585,143,7,3551.93000796
586,342,6,4368.9100342
587,271,3,1556.0400409499998
588,558,1,567.02001953
589,504,6,2954.21002573
590,151,9,2787.20001227
591,288,4,2190.6300507
592,214,3,928.28001027
593,954,2,1193.3000336
594,170,3,878.48002244
595,285,2,477.94001012
596,134,6,3561.66004947
597,475,5,3496.83004386
598,428,5,2453.6000517
599,210,9,4313.14003382
601,149,4,1360.58002097
602,244,5,3642.12003316
603,167,9,5001.92005539
604,477,3,1360.87999726
605,535,3,807.22001264
606,291,4,1102.46002576
607,431,6,3740.6800881199997
608,530,3,1853.1100235
609,142,4,936.1400261199999
610,257,5,1680.39000709
611,396,3,1778.12999532
612,232,5,1839.5400085400001
613,320,3,2029.03000638
614,340,6,3643.34006509
615,306,6,3385.07007601
616,231,8,4669.57006072
617,985,1,423.06000134
618,126,4,2364.1000063
619,130,5,2267.56999958
620,360,8,4429.29006191
621,425,3,1000.93999472
622,268,7,3073.3300209
623,130,4,2126.31006247
624,271,5,3005.0200234
625,387,6,4389.04002371
626,569,4,2131.2100525
627,140,5,2887.08003225
628,126,5,1989.2500458099998
629,285,5,2275.57999418
630,188,8,3803.40000908
631,167,2,1539.09001926
632,320,1,427.5099945
633,183,9,5361.93007273
634,190,8,5372.06008698
635,233,7,3034.51004399
636,127,7,2963.79002392
637,150,8,3366.78006173
638,186,4,1549.7600173199999
639,329,6,4504.01007294
640,218,9,5048.6000672
641,473,2,1457.08000188
642,259,6,4058.1300812199997
643,406,4,1696.16003419
644,227,4,649.36999516
645,288,4,2441.81007392
646,250,6,3194.26004407
647,195,9,4448.08004022
648,327,4,2026.11002167
649,222,6,3711.1100349999997
650,151,5,1733.6100120199999
651,237,2,1468.46001819
652,197,3,485.05999380000003
653,254,5,3363.46004501
654,208,3,2120.81002804
655,141,6,2645.38999928
656,284,5,4063.5700417
657,709,1,191.9900055
658,519,1,364.8799896
659,185,2,918.4599915
660,434,6,3243.17004011
661,449,2,723.8599968
662,240,8,2236.67001916
663,337,3,892.90000156
664,335,12,7549.040138079999
665,564,1,496.480011
666,283,4,1655.260025
667,264,4,2361.61005014
668,193,2,1186.4900284
669,591,2,790.8700104
670,382,3,1246.80001068
671,321,5,3090.84002677
672,295,2,1315.8999863
673,151,6,3378.70002351
674,620,5,3135.91004389
675,220,4,1920.87002941
676,222,6,3938.31002054
677,518,2,996.64000707
678,689,2,619.48999779
679,190,10,5163.98004331
680,260,4,3081.91006297
681,162,2,507.37001039999996
682,246,8,4708.06005464
683,336,4,2252.57002652
684,124,5,1934.1400184899999
685,247,10,5638.12005625
686,158,6,1751.1100197399999
687,154,9,6533.4000243
688,142,7,5307.2100754
689,241,3,1528.8300247
690,307,6,2144.46000677
691,316,3,1918.24002837
692,188,3,1326.8300171
693,524,6,2541.4900436899998
694,424,6,2721.74003988
695,471,6,2595.05003744
696,405,5,2883.03002552
697,125,10,5377.3400688
698,163,8,5197.3800622300005
699,229,3,814.9200287
700,317,6,3860.03003297
701,184,4,2354.75002487
702,308,3,2195.140007
703,280,6,3527.39004149
704,412,5,4226.52006166
705,147,9,3486.01002136
706,347,4,2080.21003909
707,725,2,401.11000437
708,436,4,1867.40000909
709,387,2,1948.7799913
710,866,3,1528.42003247
711,328,6,3669.94006731
712,502,6,2883.58002862
713,291,3,1127.74002078
714,287,5,3140.77005007
715,308,5,4203.96002577
716,467,3,1907.81002817
717,379,5,3453.9700239
718,169,1,585.9300079
719,524,5,2606.92006119
720,195,3,1058.62000275
721,305,2,1075.40002442
722,195,2,1276.58999638
723,340,3,1448.4499894
724,233,4,2660.63003352
725,331,5,2389.62002194
726,186,6,3055.0700225299997
727,425,2,599.3900146999999
728,509,7,4366.4900133
729,420,4,1438.91001118
730,425,4,1318.880001
731,367,10,4959.6400565799995
732,138,3,2078.54001609
733,503,3,2041.64002612
734,361,5,2865.99000163
735,1066,2,1055.8300171199999
736,158,8,3602.23001457
737,144,6,3982.7900371799997
738,141,4,2368.28001977
739,351,6,4006.67005927
740,193,5,3404.25000763
741,422,2,1202.2800216800001
742,176,3,1751.9700356
743,141,5,3109.31001678
744,441,8,4830.92004011
745,132,2,1256.8700257
746,210,6,2217.60002145
747,172,4,2239.24002084
748,142,6,2413.84001143
749,136,12,6953.40007437
750,254,7,3405.58000558
751,221,5,2902.39003382
752,297,5,3722.5300331999997
753,241,5,1997.8200073599999
754,225,6,2802.82001094
755,145,3,1518.17002108
756,180,6,2279.2100526
757,360,5,3605.15005866
758,263,5,2708.96003712
759,127,6,3489.86002746
760,466,6,3163.92002479
761,298,3,1338.40000155
762,136,5,2654.22005456
763,445,2,1390.14001844
764,122,5,2683.78004456
765,316,3,1871.25001141
766,582,1,874.75999455
767,180,8,3718.15003584
768,601,3,1835.08002474
770,1090,1,236.93000025999999
771,261,8,4676.17004402
772,363,1,209.9199982
773,326,9,6800.94009407
774,190,5,2490.79004669
775,130,4,2959.1700362799997
776,305,3,1305.2700348
777,435,6,3535.08002088
778,121,4,4114.18001163
779,540,2,1152.4299927
780,227,4,1629.97000506
781,133,1,678.19999313
782,280,2,716.34001162
783,146,5,3180.71002215
784,347,5,1961.44001379
785,201,5,2236.31002808
786,1003,1,85.0
787,158,8,3864.68004239
788,498,5,1380.91002278
789,274,5,1784.62002567
790,336,3,1619.29999915
791,127,13,9436.61008833
792,386,7,2730.98000903
793,313,3,2198.9300231400002
794,145,4,2928.30004882
795,294,2,1035.9000244
796,135,7,3258.38002578
797,560,3,1763.4100246
799,250,6,3170.0000382
800,510,4,2403.11003872
801,149,8,5055.07002641
802,334,6,2429.0500298399998
803,198,5,1778.69000624
804,268,4,873.1400146
805,154,9,2295.08000956
806,238,2,1309.5299989
807,649,1,873.4100113
808,488,2,1290.2800293
809,136,6,3186.8900338
810,275,3,2020.39000323
811,454,3,1022.21001441
812,172,5,2609.32005309
813,815,1,274.340004
814,138,5,2782.74002067
815,1123,1,756.18999478
816,139,4,1120.65999611
818,322,6,3160.06003958
819,337,3,2645.45000458
820,136,8,3002.46001831
821,153,7,3870.75006855
822,171,7,3484.90000728
823,222,5,3466.35002532
824,485,5,3087.9600563
825,339,1,512.3500099299999
826,730,2,515.77001576
827,289,11,5148.47006417
828,154,3,517.05999756
829,174,5,1960.85002126
830,341,5,3013.39001856
831,527,5,3992.2701130699998
832,374,2,1086.78001401
833,203,6,2227.0600433
834,164,6,3443.26003648
835,195,6,2530.32002642
836,612,4,2329.64000703
837,853,2,893.2400130799999
838,228,6,2273.52000811
839,626,1,789.35000602
840,245,5,3616.15008743
841,152,7,3737.3000659599998
842,357,5,3397.69003677
843,218,5,2941.82004556
844,244,3,1293.49000548
845,203,3,2288.25003813
846,265,8,4390.6401043099995
847,211,9,4690.23001846
848,364,6,2870.11001593
849,311,6,1897.4800223299999
850,589,4,1943.17002112
851,330,3,1955.85000613
852,521,2,1042.570015
853,522,4,2505.74005124
854,183,2,894.7700118800001
855,441,2,781.0600129
856,325,7,3481.63003729
857,290,6,3308.45001224
858,800,4,1408.36000432
859,154,7,4368.01000987
860,410,3,809.47999945
861,166,7,3824.76004039
862,354,5,3000.47002408
863,287,6,2646.78001783
864,245,6,2449.31997668
865,244,5,3163.26000606
866,210,9,4686.18007664
867,271,7,4859.04009259
868,469,3,1330.56999772
869,234,3,1859.78001398
870,209,7,3881.97003942
871,165,5,2834.8100434
872,143,7,3229.72001466
873,193,2,1172.9700165
874,310,4,1164.30999758
875,150,3,1820.7300366999998
876,122,9,3381.32002263
877,793,1,663.8800049
878,243,5,2432.20001976
879,433,6,2947.27004636
880,126,5,3063.4200363
881,229,5,4045.2400895
882,142,4,2981.95006088
883,127,4,2000.8200301699999
884,279,3,2482.92006693
885,1023,1,41.97999954
886,154,2,891.90000156
887,332,4,2251.20001986
888,153,9,4429.64001467
889,193,5,2535.37003703
890,627,5,3426.38006222
891,323,3,1151.8600254
892,439,3,2202.1200485599998
893,479,4,2132.9300384
894,133,4,2154.57004546
895,215,2,1024.780014
896,345,2,1900.409996
897,668,4,1251.52001952
898,144,12,6543.24007791
899,196,6,2907.79999175
900,723,3,2086.520012
901,1053,1,562.03998556
902,148,2,317.52999877
903,360,1,114.3899994
904,213,4,1533.30002984
905,521,4,1380.83003608
907,177,9,4467.79006109
908,152,7,3118.22001648
909,215,5,2382.15003218
910,381,3,1730.1800233
911,402,7,2485.14002603
912,177,4,3472.36001201
913,136,4,1348.1300277999999
914,211,6,2762.85007865
915,126,4,2278.33000563
916,380,3,2008.20003898
917,164,6,3922.56006059
918,511,3,1817.10001378
920,579,3,2309.46004489
921,127,4,2468.880024
922,354,3,1489.77002341
923,587,3,1663.1100158899999
924,674,4,3613.9400481
925,289,5,2595.05003357
926,750,4,2299.85000989
927,261,7,4256.99003229
928,396,4,2670.01001746
929,250,8,3860.54004666
930,376,1,1010.40002442
931,139,4,2511.29003908
932,254,2,1427.88003548
933,238,2,752.8700179800001
934,128,5,2564.43999844
935,634,4,911.73999785
936,156,9,4103.70004662
937,372,8,4124.57004171
938,169,10,5896.50010512
939,334,3,1848.65003209
940,178,7,2220.59001725
941,307,6,2598.0600089
942,745,5,3077.91001135
943,133,4,3071.96003349
944,352,3,2398.98002994
945,598,2,1534.2800141
946,236,6,4078.3800697799998
947,167,6,3861.02001582
948,219,5,3982.90006252
949,279,5,3390.64005277
950,154,8,3666.64004901
951,343,3,2151.01003081
952,423,5,2973.6800061
953,425,2,1432.88000485
954,385,5,3619.16007613
955,720,1,255.54999550000002
956,230,8,4301.4600392
957,170,4,962.20001981
958,175,2,1075.3799742
959,200,8,3214.54002392
960,177,7,3444.39003385
961,143,2,1095.48001862
962,136,5,2831.91006281
963,156,5,1887.1200218200001
964,194,5,3309.63003535
965,737,4,1801.5600052099999
966,305,4,2269.55999384
967,155,5,2657.15003579
968,170,5,3112.00005345
969,151,5,1538.30999374
970,185,8,4103.12003333
971,311,4,1543.93001933
972,147,6,4826.7200967399995
973,560,2,1087.41002656
974,414,2,1438.7000198599999
975,146,3,1717.41001132
976,150,3,1425.26002503
977,142,4,2412.7400435600002
978,180,3,2985.7200661399997
979,665,4,2040.5100097
980,851,1,110.4899979
981,185,4,2972.81002815
982,197,6,2664.64002218
983,180,3,1454.5900268999999
984,448,5,4156.98008343
985,994,1,659.06999966
986,123,5,4131.39001428
987,457,6,4603.10007471
988,573,4,859.0500107
989,183,3,1903.9300232599999
990,261,7,4148.29002761
991,433,3,1814.6100388
992,244,1,379.980011
993,220,3,2057.31005102
994,832,3,1538.22001647
995,313,4,1337.6300239299999
996,141,6,2572.22002776
997,242,6,3834.99003224
998,164,5,1636.44998169
999,189,4,2594.33005138
1000,211,6,2961.65005297
1001,500,6,3559.64004239
1002,439,5,2961.61004063
1003,407,3,1909.95002743
1004,431,4,1867.4300002999998
1005,746,2,842.8900146999999
1006,431,4,3358.88005069
1007,1030,2,1652.69002158
1008,202,8,3971.54006768
1009,357,2,722.02001953
1010,788,5,2119.970024143
1011,174,12,7229.80009829
1012,136,10,6131.65009325
1013,392,9,4018.8800162499997
1014,321,7,5297.11007316
1015,302,8,3761.44003681
1016,204,6,2738.00003042
1017,162,5,2323.06001648
1018,257,7,3532.74003993
1019,670,3,1224.9099808
1020,375,6,3341.4400559299997
1021,134,6,3654.8000717200002
1022,138,7,3397.28004079
1023,535,6,2505.17997355
1024,236,9,4589.86004637
1025,246,8,5975.1200601499995
1026,405,1,378.980011
1027,240,4,2406.9500160400003
1028,180,5,3489.97001651
1030,568,3,1450.4300231
1031,514,6,2899.9300346
1032,342,5,2803.79002381
1033,426,2,1828.59001163
1034,128,4,3387.92005926
1035,697,3,2423.83004383
1036,202,4,1462.12002184
1037,477,2,1106.69002528
1038,169,9,4048.76002699
1039,155,2,1679.030014
1040,261,3,813.90002062
1041,581,1,827.80002598
1042,350,5,1888.18003856
1043,229,6,3206.4100417600002
1044,415,4,1628.49001125
1045,132,5,2569.93000804
1046,286,4,1622.06999975
1047,1121,1,284.980011
1048,294,4,2245.97005084
1049,473,3,2420.40001685
1050,578,2,617.5900039
1051,218,5,1398.76000978
1052,185,2,799.2100143800001
1053,152,5,1912.6300202
1054,270,8,5401.85009399
1055,315,4,3062.04001054
1056,129,6,2946.07001894
1057,315,3,2485.35001757
1058,279,7,4307.62007132
1059,298,5,3717.47006599
1060,362,3,935.75001522
1061,204,5,2219.4000321
1062,267,5,2308.50000578
1063,506,6,3445.4900895
1064,643,1,817.9500275
1066,263,5,1664.23001483
1067,166,7,2888.16002651
1068,467,4,1901.66001496
1069,624,6,3722.7900581999997
1070,190,5,2122.74004368
1071,774,2,527.6700134
1072,346,4,1989.0100175100001
1073,148,5,1451.91001516
1074,160,4,1944.03002355
1075,299,7,2347.77001198
